2018-06-26T21:40:20.837, 5.1072617931530426e10
2018-06-26T21:40:22.64, 5.008563570920096e10
2018-06-26T21:40:24.309, 4.8781295464324066e10
2018-06-26T21:40:25.463, 4.725542479335574e10
2018-06-26T21:40:26.755, 4.555644473049654e10
2018-06-26T21:40:27.901, 4.3705697993532585e10
2018-06-26T21:40:29.239, 4.172596837910506e10
2018-06-26T21:40:30.397, 3.963710470430492e10
2018-06-26T21:40:31.462, 3.7447366340752014e10
2018-06-26T21:40:32.616, 3.5182507957119675e10
2018-06-26T21:40:33.685, 3.2861549676631493e10
2018-06-26T21:40:34.826, 3.0528344940987164e10
2018-06-26T21:40:36.13, 2.8243322163977768e10
2018-06-26T21:40:37.27, 2.6020157838441273e10
2018-06-26T21:40:38.334, 2.386706092852511e10
2018-06-26T21:40:39.47, 2.1785469543578712e10
2018-06-26T21:40:40.541, 1.9753885808221912e10
2018-06-26T21:40:41.675, 1.7796365215547924e10
2018-06-26T21:40:42.741, 1.596237730627234e10
2018-06-26T21:40:43.875, 1.4284252403966652e10
2018-06-26T21:40:45.566, 1.2766364016464148e10
2018-06-26T21:40:46.695, 1.1402186525014105e10
2018-06-26T21:40:47.761, 1.0181054789655117e10
2018-06-26T21:40:48.9, 9.093870458419731e9
2018-06-26T21:40:50.248, 8.127841723427212e9
2018-06-26T21:40:51.372, 7.269769425411083e9
2018-06-26T21:40:52.434, 6.511164071237e9
2018-06-26T21:40:53.573, 5.84057469110142e9
2018-06-26T21:40:54.964, 5.247251462707577e9
2018-06-26T21:40:56.096, 4.721791842040742e9
2018-06-26T21:40:57.165, 4.2562199173291802e9
2018-06-26T21:40:58.284, 3.843454317892411e9
2018-06-26T21:40:59.362, 3.477209814949572e9
2018-06-26T21:41:00.482, 3.152305616768898e9
2018-06-26T21:41:01.558, 2.863864314952695e9
2018-06-26T21:41:02.809, 2.607530513650201e9
2018-06-26T21:41:04.493, 2.3796349227659693e9
2018-06-26T21:41:05.618, 2.176997234285304e9
2018-06-26T21:41:06.677, 1.9963595729138703e9
2018-06-26T21:41:07.8, 1.8348853481510017e9
2018-06-26T21:41:08.856, 1.6905797748891897e9
2018-06-26T21:41:09.972, 1.5612623110835505e9
2018-06-26T21:41:11.058, 1.4451382242443771e9
2018-06-26T21:41:12.186, 1.340773339018613e9
