2018-06-26T18:40:46.014, 3.965233225447806e11
2018-06-26T18:40:47.436, 2.4454388296252307e11
2018-06-26T18:40:48.703, 1.6132511649206436e11
2018-06-26T18:40:49.864, 1.2476905053579529e11
2018-06-26T18:40:50.662, 1.0216053203796107e11
2018-06-26T18:40:51.373, 8.492984003786098e10
2018-06-26T18:40:52.17, 7.095923647864688e10
2018-06-26T18:40:53.25, 5.912671953332602e10
2018-06-26T18:40:54.035, 4.867366652980769e10
2018-06-26T18:40:54.739, 3.958099850552442e10
2018-06-26T18:40:55.537, 3.217526037570884e10
2018-06-26T18:40:56.581, 2.6419630553701424e10
2018-06-26T18:40:57.37, 2.19766119659373e10
2018-06-26T18:40:58.079, 1.85009106302794e10
2018-06-26T18:40:58.849, 1.5747123394134401e10
2018-06-26T18:40:59.562, 1.3535794548748768e10
2018-06-26T18:41:00.335, 1.1742275637639477e10
2018-06-26T18:41:01.465, 1.0272940546864914e10
2018-06-26T18:41:02.246, 9.056036314293953e9
2018-06-26T18:41:02.952, 8.039601348629623e9
2018-06-26T18:41:03.743, 7.182980439384592e9
2018-06-26T18:41:04.775, 6.454792807680641e9
2018-06-26T18:41:05.565, 5.831876587072775e9
2018-06-26T18:41:06.271, 5.294648771040915e9
2018-06-26T18:41:07.05, 4.827637628703905e9
2018-06-26T18:41:07.757, 4.418837104446482e9
2018-06-26T18:41:08.539, 4.059033081702207e9
2018-06-26T18:41:09.24, 3.7413255832675343e9
2018-06-26T18:41:10.034, 3.4600127568494596e9
2018-06-26T18:41:10.745, 3.2100620025756083e9
2018-06-26T18:41:11.523, 2.986014820168367e9
2018-06-26T18:41:12.222, 2.78360723996638e9
2018-06-26T18:41:12.999, 2.600457266003776e9
2018-06-26T18:41:13.719, 2.434771614354646e9
2018-06-26T18:41:14.507, 2.283470698034859e9
2018-06-26T18:41:15.216, 2.14515592594101e9
2018-06-26T18:41:16.01, 2.0183608825922754e9
2018-06-26T18:41:16.713, 1.9017597855642138e9
2018-06-26T18:41:17.502, 1.7939822875441284e9
2018-06-26T18:41:18.22, 1.6941709711482677e9
2018-06-26T18:41:19.012, 1.6014512093472881e9
2018-06-26T18:41:20.063, 1.5151770878500652e9
2018-06-26T18:41:20.851, 1.4351232293763795e9
2018-06-26T18:41:21.996, 1.3605150506632044e9
2018-06-26T18:41:22.78, 1.290434338355022e9
2018-06-26T18:41:23.499, 1.2248449267326577e9
2018-06-26T18:41:24.396, 1.1632131931562095e9
2018-06-26T18:41:25.552, 1.105348192601842e9
2018-06-26T18:41:26.337, 1.0507344982371627e9
2018-06-26T18:41:27.045, 9.993541798447902e8
2018-06-26T18:41:27.831, 9.508869325285344e8
2018-06-26T18:41:28.985, 9.046506147908947e8
2018-06-26T18:41:29.775, 8.607525404380054e8
